#timestamp rating
16/01/06 0.01
30/01/06 0.05
30/01/06 0.08
30/01/06 0.14
30/01/06 0.16
20/02/06 0.16
20/02/06 0.17
20/02/06 0.19
06/03/06 0.17
20/03/06 0.24
20/03/06 0.22
14/08/06 0.23
14/08/06 0.23
28/08/06 0.25
28/08/06 0.27
28/08/06 0.26
02/10/06 0.27
02/10/06 0.28
02/10/06 0.31
02/10/06 0.32
02/10/06 0.32
09/10/06 0.33
09/10/06 0.32
16/10/06 0.34
16/10/06 0.34
16/10/06 0.34
30/10/06 0.34
15/01/07 0.36
15/01/07 0.36
15/01/07 0.36
15/01/07 0.36
12/02/07 0.36
19/02/07 0.37
19/02/07 0.38
19/02/07 0.38
26/02/07 0.38
26/02/07 0.39
26/02/07 0.40
05/03/07 0.39
05/03/07 0.40
05/03/07 0.39
05/03/07 0.41
05/03/07 0.42
05/03/07 0.42
19/03/07 0.43
19/03/07 0.45
19/03/07 0.46
19/03/07 0.46
19/03/07 0.47
19/03/07 0.48
05/08/07 0.50
05/08/07 0.52
05/08/07 0.52
05/08/07 0.53
05/08/07 0.53
13/08/07 0.52
27/08/07 0.53
27/08/07 0.54
27/08/07 0.54
27/08/07 0.54
27/08/07 0.54
27/08/07 0.54
27/08/07 0.55
07/10/07 0.54
07/10/07 0.55
07/10/07 0.55
07/10/07 0.54
07/10/07 0.55
15/10/07 0.55
15/10/07 0.55
15/10/07 0.55
15/10/07 0.55
28/10/07 0.53
12/11/07 0.53
12/11/07 0.52
12/11/07 0.51
14/01/08 0.51
14/01/08 0.51
14/01/08 0.52
14/01/08 0.51
14/01/08 0.52
14/01/08 0.52
14/01/08 0.53
11/02/08 0.54
11/02/08 0.54
03/03/08 0.54
03/03/08 0.56
03/03/08 0.56
03/03/08 0.56
13/03/08 0.56
13/03/08 0.56
13/03/08 0.57
13/03/08 0.57
13/03/08 0.57
13/03/08 0.57
27/03/08 0.57
21/07/08 0.57
21/07/08 0.58
21/07/08 0.57
28/07/08 0.57
28/07/08 0.57
28/07/08 0.58
28/07/08 0.58
28/07/08 0.58
11/08/08 0.58
11/08/08 0.59
11/08/08 0.60
11/08/08 0.59
11/08/08 0.59
25/08/08 0.59
25/08/08 0.60
25/08/08 0.59
25/08/08 0.59
25/08/08 0.59
25/08/08 0.59
22/09/08 0.60
22/09/08 0.60
22/09/08 0.60
22/09/08 0.59
12/10/08 0.60
12/10/08 0.60
26/10/08 0.60
26/10/08 0.60
09/11/08 0.60
09/11/08 0.60
09/11/08 0.59
09/11/08 0.59
09/11/08 0.60
04/01/09 0.59
12/01/09 0.60
12/01/09 0.59
12/01/09 0.59
19/01/09 0.59
19/01/09 0.59
19/01/09 0.59
19/01/09 0.59
19/01/09 0.58
16/02/09 0.59
16/02/09 0.58
16/02/09 0.58
16/02/09 0.59
23/02/09 0.58
23/02/09 0.58
23/02/09 0.58
23/02/09 0.58
23/02/09 0.58
12/03/09 0.58
12/03/09 0.58
12/03/09 0.58
12/03/09 0.57
25/03/09 0.57
25/03/09 0.58
25/03/09 0.58
25/03/09 0.58
25/03/09 0.58
25/03/09 0.57
10/08/09 0.57
10/08/09 0.57
10/08/09 0.57
16/08/09 0.58
16/08/09 0.58
16/08/09 0.58
16/08/09 0.58
16/08/09 0.57
31/08/09 0.58
31/08/09 0.59
31/08/09 0.58
31/08/09 0.58
31/08/09 0.58
31/08/09 0.58
05/10/09 0.58
05/10/09 0.58
05/10/09 0.58
05/10/09 0.58
05/10/09 0.58
11/10/09 0.58
11/10/09 0.58
11/10/09 0.57
11/10/09 0.57
02/11/09 0.57
02/11/09 0.57
02/11/09 0.57
02/11/09 0.58
02/11/09 0.58
08/11/09 0.57
08/11/09 0.57
